Date,Close,Volume,RSI,MA5,MA20,MA50,MA200
,JPM,JPM,,,,,
2025-04-04 17:05:00+00:00,212.16000366210938,193766,63.68387690909308,-0.246429443359375,-0.7166069030761832,2.134216918945299,20.26352424621581
2025-04-04 17:10:00+00:00,211.1199951171875,299271,50.89973738455413,0.6278642926897362,0.2869010925292912,2.8244253540038926,21.137782745361335
2025-04-04 17:15:00+00:00,211.2100067138672,324624,47.89963185025941,0.4757101876395211,0.19938964843748863,2.3810137939453,20.88176414489746
2025-04-04 17:20:00+00:00,211.61000061035156,145881,44.597585156858585,0.11785888671875,-0.19760437011717613,1.6280200195312489,20.317754287719737
2025-04-04 17:25:00+00:00,211.92999267578125,120406,55.83872910706219,-0.1771349225725487,-0.5273468017578011,0.9759399414062386,19.834024658203134
2025-04-04 17:30:00+00:00,212.27000427246094,255033,61.735456941449456,-0.4828600202287987,-0.7808578491211051,0.2982284545898324,19.329847106933585
2025-04-04 17:35:00+00:00,212.9550018310547,249181,68.26253042910636,-1.061429704938604,-1.3213554382324162,-0.7014691162109443,18.484124526977553
2025-04-04 17:40:00+00:00,212.9250030517578,204241,67.54908852558682,-0.9221452985491112,-1.194106292724598,-0.7639703369140705,18.349198303222664
2025-04-04 17:45:00+00:00,214.1750030517578,176370,65.62241337234607,-1.735715593610479,-2.3112564086914062,-2.0236703491210903,16.94253829956054
2025-04-04 17:50:00+00:00,213.42999267578125,161870,64.45326882257152,-0.6735643659319237,-1.512496185302723,-1.2893600463867188,17.52922363281249
2025-04-04 17:55:00+00:00,214.3350067138672,155172,72.37025031025995,-1.1892918178013474,-2.2617599487304574,-2.2002740478515648,16.468609619140636
2025-04-04 18:00:00+00:00,214.17730712890625,192022,68.72602448864038,-0.7105473109654099,-1.9376953125000114,-2.022428283691397,16.469545745849615
2025-04-04 18:05:00+00:00,213.3800048828125,239675,59.65662519100633,0.2453264508928612,-1.0008926391601562,-1.2575259399414165,17.10417304992677
2025-04-04 18:10:00+00:00,212.80999755859375,261922,54.06495071941181,0.7946188790457711,-0.32388076782225994,-0.7143185424804699,17.50715538024903
2025-04-04 18:15:00+00:00,212.30499267578125,147690,50.92525872578766,1.2110508510044724,0.1823738098144645,-0.2322137451171784,17.842935256958015
2025-04-04 18:20:00+00:00,211.97000122070312,140859,55.96074251937835,1.23104204450334,0.5336151123046875,0.09287780761718523,18.00927673339845
2025-04-04 18:25:00+00:00,211.2449951171875,307462,50.22529471063434,1.6439056396484375,1.2551208496093693,0.7967837524413994,18.562007827758777
2025-04-04 18:30:00+00:00,211.05499267578125,296908,46.32690198676299,1.3653346470424026,1.4101226806640739,0.9440979003906307,18.578643264770506
2025-04-04 18:35:00+00:00,210.61000061035156,245145,41.40634468398769,1.3007114955357224,1.7841148376464844,1.358389892578117,18.846235351562513
2025-04-04 18:40:00+00:00,210.11000061035156,279452,36.22451362776468,1.3335680280412987,2.1791145324706918,1.8236898803710915,19.165630340576172
2025-04-04 18:45:00+00:00,211.19000244140625,176395,39.28359005430885,0.02213832310266639,1.050612640380848,0.7384020996093739,17.910978546142587
2025-04-04 18:50:00+00:00,211.2100067138672,201412,39.57453676563347,-0.1542925153459862,1.035108947753912,0.7237979125976608,17.718349304199222
2025-04-04 18:55:00+00:00,210.9199981689453,178890,27.598178618085285,-0.01428440638952111,1.3106170654296818,1.0416064453125102,17.8339828491211
2025-04-04 19:00:00+00:00,211.05755615234375,296100,32.1824749261996,-0.178619384765625,1.1454368591308537,0.9095996093749932,17.521287612915046
2025-04-04 19:05:00+00:00,210.85000610351562,178962,20.76404943126397,-0.0003531319754586093,1.2989875793456918,1.1073498535156148,17.551087722778334
2025-04-04 19:10:00+00:00,211.86500549316406,288305,33.04124784293187,-0.8360661097935349,0.2637382507324162,0.041250610351568184,16.364288330078125
2025-04-04 19:15:00+00:00,210.94000244140625,239390,32.43371503396638,0.2075086321149513,1.0879913330078068,0.9248538208007915,17.113691406250013
2025-04-04 19:20:00+00:00,212.39999389648438,263537,47.383549958908,-1.07962690080916,-0.3982505798339844,-0.5625378417968818,15.487699890136724
2025-04-04 19:25:00+00:00,211.85000610351562,266757,47.113064694150225,-0.4382106236049026,0.03548736572264488,-0.04144989013673239,15.871500244140634
2025-04-04 19:30:00+00:00,212.85000610351562,310376,55.149175374813396,-1.1624952043805763,-0.9935119628906364,-1.0689498901367074,14.710400238037096
2025-04-04 19:35:00+00:00,212.1649932861328,310451,55.40850139309749,-0.3192770821707711,-0.41699981689453125,-0.36923706054687955,15.228639984130865
2025-04-04 19:40:00+00:00,212.42999267578125,378509,58.01271905332684,-0.3585641043526664,-0.7693649291992131,-0.6226367187499875,14.798640594482436
2025-04-04 19:45:00+00:00,211.38999938964844,423840,54.25062364876102,0.6135711669921875,0.171128082275402,0.4219564819335915,15.668283843994146
2025-04-04 19:50:00+00:00,210.05499267578125,685677,49.72523829195013,1.8221479143415138,1.3683845520019418,1.7270629882812614,16.82416549682617
2025-04-04 19:55:00+00:00,210.22999572753906,1225770,44.72820267029543,1.3371451241629586,1.0896316528320256,1.5141598510742256,16.47081245422362
2025-04-07 13:30:00+00:00,204.44000244140625,1431709,27.24384652076462,6.06856645856584,6.503125000000011,7.182153320312494,22.053905715942392
2025-04-07 13:35:00+00:00,204.69000244140625,387529,29.002512772144115,4.652851649693076,5.925375366210943,6.824653320312507,21.59728073120118
2025-04-07 13:40:00+00:00,203.0399932861328,476207,25.477783699676948,4.999289376395097,7.174634552001947,8.315862426757803,23.031750869750965
2025-04-07 13:45:00+00:00,206.0449981689453,385000,37.45101367910882,1.0821424211774513,3.9413795471191406,5.2013973999023335,19.828019943237308
2025-04-07 13:50:00+00:00,207.7100067138672,349914,39.50493568881495,-1.108579363141729,2.1563713073730355,3.4434890747070312,17.970961456298824
2025-04-07 13:55:00+00:00,208.99000549316406,458228,45.16130009367303,-2.5407191685267776,0.7663726806640625,2.1188903808593693,16.502837677001963
2025-04-07 14:00:00+00:00,208.27999877929688,331096,39.381469246499925,-2.109283447265625,1.329878997802723,2.777496948242174,17.02104438781737
2025-04-07 14:05:00+00:00,207.94500732421875,296855,39.8227962873118,-1.2735770089285836,1.5161209106445312,3.0595886230468636,17.1631608581543
2025-04-07 14:10:00+00:00,216.27000427246094,719934,56.450386534519886,-7.944287981305791,-6.548253631591791,-5.153406372070322,8.686688919067393
2025-04-07 14:15:00+00:00,218.13999938964844,542466,60.78715386056352,-7.657139369419639,-8.053749084472656,-6.906201477050786,6.672993774414067
2025-04-07 14:20:00+00:00,209.6649932861328,794744,46.14956369782298,1.3350088936942086,0.31125640869140625,1.5292044067382733,14.961449813842762
2025-04-07 14:25:00+00:00,209.80499267578125,365434,47.73602942170072,1.494293212890625,0.11450653076173012,1.3590048217773472,14.637325363159192
2025-04-07 14:30:00+00:00,210.83999633789062,333017,51.13096567576551,0.7235739571707711,-0.9984970092773438,0.3057009887695301,13.422921676635752
2025-04-07 14:35:00+00:00,208.77853393554688,291442,48.01666681261804,2.856255667550215,0.9093917846679744,2.3021340942382835,15.296076736450203
2025-04-07 14:40:00+00:00,211.92999267578125,224383,61.02995766558509,0.2740805489676461,-2.2880676269531364,-0.8549249267578034,11.974567947387698
2025-04-07 14:45:00+00:00,213.25,300047,62.220555021121754,-1.47735595703125,-3.5538246154785043,-2.1531323242187455,10.491010589599597
2025-04-07 14:50:00+00:00,216.44000244140625,275428,68.32457706800257,-4.910215105329229,-6.543326568603504,-5.236734619140634,7.155658187866209
2025-04-07 14:55:00+00:00,214.83999633789062,213963,62.507839249063956,-2.5709228515625,-4.770820617675781,-3.5641287231445347,8.603464279174801
2025-04-07 15:00:00+00:00,215.4550018310547,190540,61.353653964706275,-2.3787841796875,-5.115825653076172,-4.102234191894524,7.8394338226318325
2025-04-07 15:05:00+00:00,212.35000610351562,165837,54.67537701160261,0.9419272286551461,-1.904829406738287,-0.9888381958007812,10.77872955322266
