date,close,v,RSI,OT
2009-05-12,58.78,1.36,59.224598930481285,1
2009-05-13,57.41,1.37,53.57364822871349,1
2009-05-14,58.39,1.35,50.62789160608063,1
2009-05-15,58.0,1.29,47.94701986754967,1
2009-05-18,58.86,1.32,52.02312138728324,0
2009-05-19,60.0,1.55,44.543429844098,0
2009-05-20,59.6,1.33,43.79562043795621,0
2009-05-21,58.58,1.39,41.958041958041946,0
2009-05-22,58.16,0.93,34.43609022556392,1
2009-05-26,59.78,2.41,42.582417582417605,0
2009-05-27,58.66,1.5,39.8970398970399,1
2009-05-28,58.0,1.61,40.15544041450779,1
2009-05-29,59.44,1.58,39.52879581151832,0
2009-06-01,59.69,1.45,52.02646815550039,0
2009-06-02,59.96,1.18,54.94137353433835,0
2009-06-03,58.48,1.0,54.43983402489626,1
2009-06-04,58.66,1.28,51.19999999999999,0
2009-06-05,58.4,1.16,51.79856115107913,1
2009-06-08,58.64,0.67,48.95238095238096,1
2009-06-09,59.56,1.37,47.859922178988334,0
2009-06-10,58.5,1.05,44.97257769652651,0
2009-06-11,59.3,1.34,53.358208955223866,0
2009-06-12,59.47,1.5,56.2559694364852,0
2009-06-15,58.58,1.45,43.83983572895277,0
2009-06-16,58.23,0.98,47.603121516165,0
2009-06-17,57.48,1.56,47.13024282560705,0
2009-06-18,56.58,1.76,33.21596244131457,0
2009-06-19,56.1,1.53,29.485714285714323,0
2009-06-22,55.6,1.67,25.72383073496661,1
2009-06-23,55.23,1.6,29.351969504447283,1
2009-06-24,55.88,1.77,33.333333333333385,1
2009-06-25,56.04,1.2,35.679611650485455,1
2009-06-26,56.02,1.03,33.66583541147135,1
2009-06-29,56.9,1.56,33.3333333333333,1
2009-06-30,57.91,1.85,46.27994955863805,0
2009-07-01,58.48,1.47,44.67532467532467,0
2009-07-02,57.86,0.95,40.122699386503065,0
2009-07-06,57.1,1.99,40.77306733167082,0
2009-07-07,56.2,1.28,38.15635939323222,1
2009-07-08,56.22,1.88,41.96428571428571,1
2009-07-09,55.42,1.12,42.50645994832042,1
2009-07-10,54.9,1.26,42.28791773778917,1
2009-07-13,56.56,2.16,55.36912751677853,1
2009-07-14,57.4,1.4,61.53028692879919,1
2009-07-15,58.8,1.82,64.37007874015748,1
2009-07-16,58.46,1.22,61.7021276595745,1
2009-07-17,59.02,1.2,63.78676470588238,1
2009-07-20,59.47,1.08,62.29665071770338,1
2009-07-21,59.5,1.52,58.394931362196445,1
2009-07-22,60.03,1.52,58.21845174973492,1
2009-07-23,61.34,2.31,67.19367588932809,1
2009-07-24,62.55,2.05,75.78051087984863,1
2009-07-27,62.66,2.35,83.02658486707568,1
2009-07-28,62.7,1.65,83.06122448979595,1
2009-07-29,62.42,1.7,87.7155172413793,1
2009-07-30,63.66,3.54,93.80000000000004,1
2009-07-31,63.61,2.02,92.01430274135882,1
2009-08-03,65.4,3.54,92.82655246252682,1
2009-08-04,65.99,1.41,92.14536928487696,1
2009-08-05,69.04,2.62,97.0640569395018,0
2009-08-06,70.35,2.87,97.24770642201835,0
2009-08-07,70.8,3.08,97.24770642201835,0
2009-08-10,67.8,2.65,77.74064171122996,0
2009-08-11,65.4,1.75,65.95365418894833,0
2009-08-12,66.43,1.71,65.37764350453175,0
2009-08-13,67.1,1.28,64.20986883198002,0
2009-08-14,66.58,1.09,61.93666260657737,0
2009-08-17,64.6,1.44,55.17429193899781,1
2009-08-18,65.5,0.96,58.11380400421497,1
2009-08-19,65.2,1.56,54.26829268292685,1
2009-08-20,65.49,0.961,55.14223194748358,1
2009-08-21,66.59,1.09,53.38260375213189,0
2009-08-24,66.51,1.23,51.522248243559744,0
2009-08-25,66.88,1.61,42.49999999999995,0
2009-08-26,65.96,1.07,34.332619557458926,0
2009-08-27,65.76,1.35,31.68604651162788,0
2009-08-28,66.14,1.37,42.54937163375223,0
2009-08-31,65.72,1.18,51.74672489082967,0
2009-09-01,64.6,1.55,40.108108108108006,0
2009-09-02,63.8,0.86,32.409381663112995,1
2009-09-03,64.2,1.05,37.14902807775379,1
2009-09-04,64.24,1.04,47.54098360655737,1
