Date,Close,Volume,RSI
,AKAM,AKAM,
2008-01-22,27.479999542236328,7693900,27.15653852083551
2008-01-23,27.790000915527344,5716700,28.916599049685317
2008-01-24,30.389999389648438,8401300,37.060039500156115
2008-01-25,29.510000228881836,7447300,40.58956834371611
2008-01-28,30.1299991607666,3269100,44.53531020728134
2008-01-29,29.719999313354492,2669200,51.06564403690729
2008-01-30,29.5,3098900,51.1965846381424
2008-01-31,30.200000762939453,3776700,59.678860939957296
2008-02-01,31.040000915527344,4117900,65.25130564162134
2008-02-04,30.049999237060547,3359100,57.15509882337674
2008-02-05,29.950000762939453,3682800,64.50676961184165
2008-02-06,29.729999542236328,9530400,70.28451250961461
2008-02-07,32.40999984741211,15431900,75.28484020563926
2008-02-08,32.34000015258789,4454400,74.01079435932462
2008-02-11,34.0,6415000,76.50406854546205
2008-02-12,33.13999938964844,6045600,70.81711715723382
2008-02-13,34.2400016784668,3941800,66.96035908561556
2008-02-14,33.290000915527344,4210300,66.54990980181452
2008-02-15,33.77000045776367,2754600,66.13475108349365
2008-02-19,32.630001068115234,3272200,62.11490747297672
2008-02-20,33.209999084472656,3767900,64.99595093258071
2008-02-21,33.5099983215332,4049200,63.82622063926289
2008-02-22,32.790000915527344,3777100,57.38396719553078
2008-02-25,32.86000061035156,2798200,62.85453922944487
2008-02-26,33.43000030517578,3623500,65.2631589514399
2008-02-27,33.5,5095600,66.75556327160756
2008-02-28,33.47999954223633,4789400,56.228173172230775
2008-02-29,35.15999984741211,11891300,63.82353205169439
2008-03-03,33.650001525878906,6293200,48.25871326596689
2008-03-04,33.81999969482422,4019400,53.632482986681964
2008-03-05,34.810001373291016,4150000,53.08108197275685
2008-03-06,34.45000076293945,6101600,56.69746472172728
2008-03-07,34.189998626708984,4850500,52.48814234072499
2008-03-10,32.36000061035156,4193200,48.52135459036264
2008-03-11,33.959999084472656,5645200,53.694583502457945
2008-03-12,33.2400016784668,5400200,48.72281529922118
2008-03-13,32.5099983215332,6607700,48.676736075180564
2008-03-14,31.190000534057617,6296300,42.941671066898294
2008-03-17,29.690000534057617,6003400,35.34482436468157
2008-03-18,31.399999618530273,4697800,42.708329883989464
2008-03-19,29.3700008392334,4353500,37.477147549218856
2008-03-20,30.59000015258789,5769600,35.67397598055102
2008-03-24,32.869998931884766,4703900,47.6674554636205
2008-03-25,32.59000015258789,5762200,46.345811152700826
2008-03-26,32.119998931884766,4592400,41.753514796984824
2008-03-27,30.059999465942383,6147400,37.81231787646031
2008-03-28,29.579999923706055,5088300,37.356003207862926
2008-03-31,28.15999984741211,8577500,38.215480827605575
2008-04-01,30.829999923706055,8470900,41.71519266802419
2008-04-02,31.040000915527344,5553100,44.01523098016149
2008-04-03,31.34000015258789,5566000,46.74095092894821
2008-04-04,31.59000015258789,3906200,51.184833319943465
2008-04-07,31.1299991607666,3960300,54.54545126145132
2008-04-08,31.049999237060547,4025000,48.7684713194976
2008-04-09,31.09000015258789,3511100,57.03764079378797
2008-04-10,31.440000534057617,4036500,53.74449494670263
2008-04-11,30.389999389648438,4898100,37.74704116027076
2008-04-14,29.600000381469727,4848700,35.936035116736704
2008-04-15,29.6200008392334,4251200,37.72103364783345
2008-04-16,30.75,4596400,53.7297318474575
2008-04-17,30.889999389648438,2430300,57.35128623988447
2008-04-18,31.829999923706055,4273100,71.76749177385412
2008-04-21,33.119998931884766,6048300,66.24112508119758
2008-04-22,32.709999084472656,3743000,61.517228751346984
2008-04-23,34.08000183105469,4582900,66.46634929499197
2008-04-24,34.33000183105469,5934900,66.46634929499197
2008-04-25,34.880001068115234,3064100,72.29489372713762
2008-04-28,35.54999923706055,4239000,75.0
2008-04-29,35.630001068115234,2682200,75.11062198970201
2008-04-30,35.77000045776367,6428200,74.51868607654927
2008-05-01,34.369998931884766,8746500,71.67755669894892
2008-05-02,34.95000076293945,4086700,79.82161937457273
2008-05-05,35.16999816894531,3010300,80.26170819812548
2008-05-06,38.0099983215332,8877100,83.36395959927451
2008-05-07,36.310001373291016,7085100,71.78457629410705
2008-05-08,36.84000015258789,3759700,70.82294900909011
2008-05-09,37.25,4053200,68.52018796368681
2008-05-12,37.939998626708984,4040800,72.87839522345021
2008-05-13,37.59000015258789,3427900,66.85879416633045
2008-05-14,38.119998931884766,4210600,67.72684888968664
2008-05-15,40.380001068115234,5838500,72.17743027099131
2008-05-16,40.33000183105469,5369400,70.2886444703867
2008-05-19,39.470001220703125,5321300,65.2866324254896
2008-05-20,39.86000061035156,3910400,65.96409894632708
2008-05-21,39.27000045776367,4841300,70.41668600507482
2008-05-22,36.709999084472656,8526800,56.29470436215523
2008-05-23,36.43000030517578,5380200,54.487189240592315
2008-05-27,36.900001525878906,3985600,45.24422736652721
2008-05-28,38.58000183105469,5972900,59.742493149097065
2008-05-29,38.310001373291016,4203100,56.45303467724109
2008-05-30,39.04999923706055,4809000,57.67917933214791
2008-06-02,38.880001068115234,3344200,54.196440614002945
2008-06-03,37.93000030517578,5227300,51.440678705808914
2008-06-04,38.5,3094000,51.6047342196705
2008-06-05,39.310001373291016,3091800,44.850819260440666
2008-06-06,37.380001068115234,4594700,37.97880744546802
2008-06-09,36.709999084472656,5270900,38.57615182998074
2008-06-10,36.33000183105469,3130100,35.37697237552297
2008-06-11,35.45000076293945,3745000,34.546927563964076
2008-06-12,35.290000915527344,4108500,42.8714944805615
2008-06-13,36.310001373291016,3628300,49.439257367623775
2008-06-16,36.59000015258789,2841100,48.52520731304079
2008-06-17,36.290000915527344,4566200,37.45891782897282
2008-06-18,35.86000061035156,4159100,36.813770034866096
2008-06-19,36.36000061035156,2801900,35.138127881308534
2008-06-20,35.79999923706055,6749900,33.68643519865516
2008-06-23,35.22999954223633,3148700,35.0993357964653
2008-06-24,34.65999984741211,4013600,28.807949390006428
2008-06-25,34.95000076293945,4110400,24.473067078808782
2008-06-26,34.15999984741211,5746100,28.24323948148995
2008-06-27,34.560001373291016,5135000,34.92287945932961
2008-06-30,34.790000915527344,5657300,38.96848012259491
2008-07-01,35.47999954223633,5995400,50.22090408874816
2008-07-02,33.79999923706055,5551600,41.03488909607298
2008-07-03,32.970001220703125,4198000,29.433493892020564
2008-07-07,32.459999084472656,8960900,25.269461460832204
2008-07-08,32.34000015258789,8102500,25.826194590601844
2008-07-09,31.100000381469727,6755000,23.49666224663119
2008-07-10,31.719999313354492,6001100,24.50548844786053
2008-07-11,31.18000030517578,5393900,24.55947168952055
2008-07-14,30.68000030517578,4404600,24.750276999572804
2008-07-15,31.1200008392334,6850800,30.06757126836763
2008-07-16,32.68000030517578,5597400,38.81772921355957
2008-07-17,33.36000061035156,4499400,46.015938904034115
2008-07-18,33.54999923706055,3806200,44.862651414077675
2008-07-21,33.06999969482422,3295400,41.46824300543821
2008-07-22,32.709999084472656,6052200,35.79486388959205
2008-07-23,33.34000015258789,5334400,47.356326173392524
2008-07-24,32.18000030517578,3601600,45.62568647662177
2008-07-25,32.08000183105469,4470700,47.795838348792756
2008-07-28,31.200000762939453,4754800,43.923242412288374
2008-07-29,31.540000915527344,4998400,52.594343495140876
2008-07-30,31.25,12653700,47.116568494764856
2008-07-31,23.34000015258789,46289100,24.742268294631288
2008-08-01,23.5,15882400,26.35046060332526
2008-08-04,23.329999923706055,9074400,23.876589553153366
2008-08-05,23.15999984741211,8856800,14.792898907422199
2008-08-06,23.040000915527344,11151000,10.185183549941044
2008-08-07,22.229999542236328,7505800,8.321067126302978
2008-08-08,22.81999969482422,9970800,12.56392194278122
2008-08-11,23.209999084472656,6660200,15.379011826672624
2008-08-12,22.920000076293945,9653600,11.061282773290785
2008-08-13,22.719999313354492,5140100,11.91626033127973
2008-08-14,23.530000686645508,5632300,17.44097788710853
2008-08-15,23.1299991607666,3787600,18.102769122672655
2008-08-18,22.920000076293945,3235900,15.575083023732006
2008-08-19,22.56999969482422,3699100,15.500798721075924
2008-08-20,22.799999237060547,3377000,44.48978829215278
2008-08-21,22.59000015258789,2687900,40.80808376611517
2008-08-22,23.670000076293945,8421700,52.90102489057158
2008-08-25,22.579999923706055,6571100,45.72271486012919
2008-08-26,22.329999923706055,4642600,44.8625122176552
2008-08-27,22.799999237060547,3862200,54.33789742237933
2008-08-28,23.280000686645508,3700300,53.56037864702866
2008-08-29,22.899999618530273,2967000,47.59690435966489
2008-09-02,21.829999923706055,5932800,42.46196648344169
2008-09-03,20.43000030517578,13640700,36.41756579389463
2008-09-04,19.639999389648438,6235000,26.872767625791425
2008-09-05,19.40999984741211,6376000,27.42718800555447
2008-09-08,18.799999237060547,6981200,26.15740612987321
2008-09-09,17.719999313354492,8866000,24.119530698641185
2008-09-10,18.309999465942383,4829800,26.927034418326386
2008-09-11,18.079999923706055,5985800,26.87179822250792
2008-09-12,18.059999465942383,6195900,17.72152454399236
2008-09-15,17.0,5216500,17.782916899303686
2008-09-16,17.719999313354492,6634700,24.753559304329656
2008-09-17,17.010000228881836,5887100,19.103529938144504
2008-09-18,17.0,11033700,14.71909575383458
2008-09-19,17.670000076293945,6740700,21.54515601865093
2008-09-22,17.510000228881836,5478300,23.913041475163922
2008-09-23,17.139999389648438,3880800,27.31033851360452
2008-09-24,17.059999465942383,3424000,30.275226949732016
2008-09-25,17.170000076293945,2708600,32.554519123843676
2008-09-26,16.3799991607666,5622500,31.66666714832033
2008-09-29,14.880000114440918,6588500,29.772084048872145
2008-09-30,17.440000534057617,9289200,45.16129613996332
2008-10-01,17.1200008392334,7319800,44.71366138469731
2008-10-02,15.300000190734863,9314100,37.31617993485037
2008-10-03,14.850000381469727,5427700,39.53262160322024
