,open,high,low,close,volume,date,dividend,split
2014-01-02,57.258216857910156,57.50234603881836,56.854461669921875,57.09859085083008,1949483,2014-01-02,0,1
2014-01-03,57.26760482788086,57.35211181640625,56.845069885253906,56.88262939453125,1505591,2014-01-03,0,1
2014-01-06,57.079811096191406,57.079811096191406,56.2253532409668,56.57276916503906,2118498,2014-01-06,0,1
2014-01-07,56.920188903808594,57.258216857910156,56.6948356628418,57.089202880859375,1876530,2014-01-07,0,1
2014-01-08,57.061031341552734,57.061031341552734,56.36619567871094,56.507041931152344,2192516,2014-01-08,0,1
2014-01-09,56.54460144042969,56.77934265136719,56.18779373168945,56.6009407043457,1624977,2014-01-09,0,1
2014-01-10,56.7042236328125,57.12676239013672,56.7042236328125,57.0704231262207,1114629,2014-01-10,0,1
2014-01-13,56.94835662841797,57.52112579345703,56.6948356628418,56.741783142089844,1845113,2014-01-13,0,1
2014-01-14,56.854461669921875,57.48356628417969,56.81690216064453,57.173709869384766,1965564,2014-01-14,0,1
2014-01-15,57.2957763671875,57.61502456665039,56.88262939453125,57.37089157104492,1541055,2014-01-15,0,1
2014-01-16,57.13615036010742,57.558685302734375,57.061031341552734,57.54929733276367,1621037,2014-01-16,0,1
2014-01-17,57.530517578125,57.530517578125,56.6948356628418,56.77934265136719,2250878,2014-01-17,0,1
2014-01-21,57.239437103271484,57.38028335571289,56.86384963989258,57.05164337158203,1217721,2014-01-21,0,1
2014-01-22,57.05164337158203,57.38028335571289,56.591548919677734,57.28638458251953,1618055,2014-01-22,0,1
2014-01-23,57.0704231262207,57.11737060546875,56.57276916503906,56.80751037597656,1092797,2014-01-23,0,1
2014-01-24,56.676055908203125,56.88262939453125,56.17840576171875,56.17840576171875,2065568,2014-01-24,0,1
2014-01-27,56.17840576171875,56.57276916503906,56.10328674316406,56.206573486328125,1490787,2014-01-27,0,1
2014-01-28,56.328636169433594,56.7042236328125,56.07511520385742,56.36619567871094,2033831,2014-01-28,0,1
2014-01-29,56.2253532409668,56.2253532409668,54.57276916503906,54.80751037597656,3336858,2014-01-29,0,1
2014-01-30,55.10798263549805,55.258216857910156,54.40375518798828,54.58216094970703,3025452,2014-01-30,0,1
2014-01-31,54.13145446777344,54.826290130615234,54.0,54.441314697265625,2531292,2014-01-31,0,1
2014-02-03,54.469482421875,54.6009407043457,53.34272384643555,53.42723083496094,2713727,2014-02-03,0,1
2014-02-04,53.624412536621094,53.92488479614258,53.408451080322266,53.7652587890625,2629379,2014-02-04,0,1
2014-02-05,53.708919525146484,54.2253532409668,53.52112579345703,53.86854553222656,3340905,2014-02-05,0,1
2014-02-06,53.52112579345703,54.291080474853516,52.291080474853516,54.21596145629883,6693206,2014-02-06,0,1
2014-02-07,54.4600944519043,54.995304107666016,54.2253532409668,54.79812240600586,3333131,2014-02-07,0,1
2014-02-10,54.79812240600586,55.727699279785156,54.77934265136719,55.708919525146484,3521529,2014-02-10,0,1
2014-02-11,55.258216857910156,56.26291275024414,55.258216857910156,56.21596145629883,3714614,2014-02-11,0,1
