,open,high,low,close,volume,date,dividend,split
2014-01-02,48.43150329589844,48.574527740478516,47.64487075805664,47.66274642944336,1994295,2014-01-02,0,1
2014-01-03,47.582298278808594,47.82365036010742,47.224735260009766,47.38563919067383,2041168,2014-01-03,0,1
2014-01-06,46.99232482910156,47.09065246582031,46.17887496948242,46.491737365722656,2511243,2014-01-06,0,1
2014-01-07,46.74203109741211,47.24261474609375,46.74203109741211,47.00126266479492,1656002,2014-01-07,0,1
2014-01-08,46.10736083984375,46.527496337890625,45.85707092285156,46.134178161621094,2089160,2014-01-08,0,1
2014-01-09,46.080543518066406,46.27720260620117,45.74980163574219,45.892826080322266,901667,2014-01-09,0,1
2014-01-10,46.116302490234375,46.7956657409668,46.05372619628906,46.59006881713867,1486967,2014-01-10,0,1
2014-01-13,46.527496337890625,46.59006881713867,45.33860778808594,45.43693542480469,1249133,2014-01-13,0,1
2014-01-14,45.5352668762207,45.87494659423828,45.35648727416992,45.7319221496582,1022821,2014-01-14,0,1
2014-01-15,45.87494659423828,46.402347564697266,45.6604118347168,46.36659240722656,1280009,2014-01-15,0,1
2014-01-16,46.41128921508789,47.19792175292969,46.25932312011719,46.69733428955078,2226088,2014-01-16,0,1
2014-01-17,46.393409729003906,46.42916488647461,45.46375274658203,45.55314254760742,1230898,2014-01-17,0,1
2014-01-21,45.91964340209961,46.214630126953125,45.11513137817383,45.383304595947266,1323079,2014-01-21,0,1
2014-01-22,45.82131576538086,46.026912689208984,45.24028015136719,45.481632232666016,985793,2014-01-22,0,1
2014-01-23,45.13301086425781,45.74980163574219,44.757572174072266,45.669349670410156,1434948,2014-01-23,0,1
2014-01-24,45.24921798706055,45.68722915649414,44.78438949584961,44.78438949584961,1168923,2014-01-24,0,1
2014-01-27,44.91847610473633,45.33860778808594,44.668182373046875,44.900596618652344,1127307,2014-01-27,0,1
2014-01-28,44.900596618652344,45.49951171875,44.802268981933594,44.8380241394043,1256069,2014-01-28,0,1
2014-01-29,44.60560989379883,44.77545166015625,43.69383239746094,43.95306396484375,1903345,2014-01-29,0,1
2014-01-30,44.265926361083984,44.42683029174805,43.89942932128906,44.248050689697266,1648507,2014-01-30,0,1
