date,close,v,RSI,MA5,MA20,MA50,MA200
2014-01-01,740.3,0.01,50.62462819750148,-16.199999999999932,-17.204999999999927,20.646000000000072,-455.9955
2014-01-02,775.0,0.13,71.23053551082415,-36.10000000000002,-58.180000000000064,-5.557999999999993,-487.3195
2014-01-04,801.8,0.01,81.64794007490636,-30.41999999999996,-94.80999999999995,-16.193999999999846,-507.05899999999997
2014-01-05,904.0,0.02,85.79366996859143,-97.36000000000001,-195.05500000000006,-108.31399999999996,-605.2755
2014-01-06,934.5,0.10,86.32558139534882,-89.0200000000001,-214.07000000000005,-128.83000000000004,-631.6445
2014-01-07,791.0,0.10,63.56268011527377,57.67999999999995,-67.61500000000001,21.024000000000115,-484.74600000000004
2014-01-08,828.5,0.14,65.46602936155685,23.460000000000036,-91.25999999999999,-11.610000000000014,-518.6510000000001
2014-01-09,850.0,0.29,60.68791294209094,11.600000000000023,-105.36000000000001,-28.090000000000032,-536.442
2014-01-10,834.7,0.00,61.37971698113208,13.039999999999964,-78.27500000000009,-7.096000000000117,-517.508
2014-01-11,896.9,0.01,67.70927499548003,-56.67999999999995,-126.01499999999999,-65.35800000000006,-575.7339999999999
2014-01-12,888.1,0.00,65.84032081662414,-28.460000000000036,-103.91500000000008,-53.996000000000095,-563.01
2014-01-13,818.4,0.06,56.81894524689284,39.22000000000014,-25.315000000000055,15.228000000000065,-489.738
2014-01-14,826.9,0.14,58.344549125168236,26.100000000000023,-24.835000000000036,6.991999999999962,-494.61199999999997
2014-01-15,839.7,0.05,58.35856037672386,14.299999999999955,-32.65000000000009,-4.670000000000073,-503.687
2014-01-16,824.0,0.20,54.25642807505211,15.420000000000073,-11.694999999999936,10.518000000000029,-484.342
2014-01-17,789.0,0.07,47.98605056669573,30.600000000000023,27.70500000000004,42.33800000000008,-445.88449999999995
2014-01-18,800.0,0.15,49.843260188087775,15.919999999999959,20.99000000000001,27.138000000000034,-453.3075
2014-01-19,830.0,0.14,42.62948207171315,-13.460000000000036,-4.369999999999891,-8.41199999999992,-479.596
2014-01-20,823.4,0.15,38.381091821794605,-10.120000000000005,7.014999999999986,-7.5919999999999845,-469.26349999999996
2014-01-21,810.0,0.37,52.729885057471265,0.4800000000000182,23.899999999999977,2.9080000000000155,-452.20200000000006
2014-01-22,807.0,0.00,46.57097288676236,7.080000000000041,28.5,2.0860000000000127,-445.4985
2014-01-23,816.2,0.26,44.389110225763616,1.1200000000000045,19.50499999999988,-11.75,-450.95150000000007
2014-01-24,781.9,0.36,41.75515302935664,25.800000000000068,52.81000000000006,15.288000000000011,-413.1045
2014-01-25,810.0,0.23,34.813002446696984,-4.980000000000018,20.00999999999999,-17.223999999999933,-437.5275
2014-01-26,809.7,0.15,35.87896253602307,-4.740000000000009,14.07000000000005,-18.18200000000013,-433.55000000000007
2014-01-27,760.3,0.74,38.70967741935485,35.32000000000005,61.93500000000006,30.412000000000035,-380.77099999999996
2014-01-28,795.0,0.56,44.37389770723105,-3.6200000000001182,25.56000000000006,-2.9880000000000564,-411.952
2014-01-29,800.0,0.13,42.800145085237574,-5.0,18.06000000000006,-10.70399999999995,-413.3945
2014-01-30,803.9,0.27,46.191739295187574,-10.120000000000005,12.620000000000005,-18.985999999999876,-413.732
2014-01-31,800.0,0.22,52.362542955326454,-8.160000000000082,11.674999999999955,-17.521999999999935,-406.284
2014-02-01,814.6,0.01,53.08798646362098,-11.899999999999977,-6.600000000000023,-33.84000000000003,-417.27650000000006
2014-02-03,810.0,0.14,45.26066350710901,-4.2999999999999545,-2.419999999999959,-31.291999999999916,-409.09
2014-02-04,813.0,0.12,47.492767598842825,-4.7000000000000455,-6.115000000000009,-35.99000000000001,-408.4775
2014-02-05,791.0,0.33,45.601851851851855,14.720000000000027,13.450000000000045,-15.468000000000075,-382.94949999999994
2014-02-06,771.6,0.16,42.383820998278836,28.43999999999994,30.230000000000018,5.268000000000029,-360.12050000000005
2014-02-07,720.0,0.28,32.49636098981077,61.12000000000012,78.38,56.629999999999995,-305.349
2014-02-08,690.0,0.05,33.01293900184845,67.12000000000012,102.88,89.40199999999993,-272.3265
2014-02-09,710.0,0.10,30.94512195121952,26.520000000000095,76.88,69.56200000000001,-289.20700000000005
2014-02-10,706.3,0.11,30.549285176824682,13.280000000000086,74.72500000000002,75.40800000000013,-282.40999999999997
2014-02-11,658.9,0.13,30.780894617134194,38.1400000000001,114.57000000000005,123.83200000000011,-232.1529999999999
2014-02-12,685.0,0.06,28.448275862068968,5.039999999999964,82.37,98.99000000000001,-255.27499999999998
2014-02-13,634.3,0.04,22.46593552675307,44.59999999999991,123.97500000000002,149.5680000000001,-201.85649999999998
2014-02-14,682.0,0.46,32.317957644328416,-8.700000000000045,71.27999999999997,102.56200000000001,-246.59200000000004
2014-02-15,653.4,0.02,30.157011369788847,9.32000000000005,92.05000000000007,129.43000000000006,-215.18549999999993
2014-02-16,608.0,0.11,24.187906046976522,44.539999999999964,127.36500000000001,172.61199999999997,-167.212
2014-02-17,663.8,0.03,33.80593708462561,-15.5,66.74000000000001,116.0680000000001,-220.1744999999999
2014-02-18,628.0,0.05,30.8963238331268,19.039999999999964,94.18999999999994,150.14200000000017,-181.72399999999993
2014-02-19,630.4,0.10,32.71631510977184,6.32000000000005,83.31000000000006,145.60599999999988,-181.454
2014-02-20,578.9,0.04,30.60197302194483,42.91999999999996,123.56000000000006,194.13,-127.5455
2014-02-21,568.0,0.06,33.33333333333333,45.819999999999936,122.86000000000001,201.58399999999995,-114.28899999999999
2014-02-22,595.2,0.00,39.541041482789055,4.899999999999977,84.68999999999994,170.788,-138.99600000000004
2014-02-23,619.0,0.02,40.04376367614879,-20.700000000000045,51.33999999999992,143.1260000000001,-160.18549999999993
2014-02-24,562.4,0.01,35.8893900764856,22.300000000000068,95.41000000000008,194.93799999999987,-101.25900000000001
2014-02-25,515.0,1.91,35.8893900764856,56.91999999999996,129.01,234.55799999999988,-51.76849999999996
2014-02-26,582.0,0.72,40.64996368917938,-7.279999999999973,52.52999999999997,160.50799999999992,-116.33249999999998
2014-02-27,579.0,0.01,44.50407473663289,-7.5200000000000955,48.48000000000002,159.26799999999992,-110.90449999999998
2014-02-28,565.0,0.34,37.537281636131226,-4.32000000000005,56.23000000000002,167.99799999999993,-94.54599999999999
2014-03-01,568.2,0.06,40.40540540540541,-6.360000000000014,45.93999999999994,159.16199999999992,-95.37600000000003
2014-03-02,560.6,0.01,44.16543574593797,10.360000000000014,46.254999999999995,161.27999999999997,-85.44850000000002
2014-03-03,658.0,0.67,49.35238945958017,-71.83999999999992,-51.18999999999994,59.101999999999975,-180.04799999999994
2014-03-04,668.0,0.47,54.73933649289099,-64.03999999999996,-62.039999999999964,44.700000000000045,-187.19799999999998
2014-03-05,675.0,0.49,55.22737927801219,-49.039999999999964,-67.005,34.831999999999994,-191.31049999999993
2014-03-06,663.0,0.96,60.86282614311547,-18.08000000000004,-55.95500000000004,43.553999999999974,-176.48699999999997
2014-03-07,621.0,0.76,56.33668101386896,36.0,-15.575000000000045,81.17999999999995,-131.88
2014-03-08,614.1,0.06,52.37496858507162,34.120000000000005,-8.370000000000005,83.88199999999995,-122.40350000000007
