"date","close","시가","고가","저가","v","변동 %"
"2024-11-13","468.10","466.41","468.40","464.00","2.86","0.39%"
"2024-11-12","466.29","467.69","468.42","465.15","4.40","-0.23%"
"2024-11-11","467.36","466.01","470.51","464.00","4.12","0.85%"
"2024-11-08","463.41","461.98","466.35","459.50","3.54","0.71%"
"2024-11-07","460.13","468.27","468.46","460.10","4.24","-1.87%"
"2024-11-06","468.90","461.00","469.26","459.48","6.91","5.36%"
"2024-11-05","445.06","442.29","445.23","441.10","3.15","0.63%"
"2024-11-04","442.29","450.37","450.70","437.90","5.73","-2.18%"
"2024-11-01","452.14","451.49","455.12","450.70","2.97","0.27%"
"2024-10-31","450.92","455.19","456.84","450.57","3.66","-0.89%"
"2024-10-30","454.96","454.67","457.67","453.82","2.69","0.07%"
"2024-10-29","454.62","458.60","458.92","454.39","3.99","-0.84%"
"2024-10-28","458.49","455.59","459.24","455.00","4.10","0.99%"
"2024-10-25","454.01","458.60","459.45","453.03","2.84","-0.82%"
"2024-10-24","457.77","460.90","461.05","453.96","3.79","-0.62%"
"2024-10-23","460.61","460.15","463.26","458.74","3.66","-0.18%"
"2024-10-22","461.45","464.11","465.15","457.60","3.32","-0.58%"
"2024-10-21","464.16","464.53","465.79","461.68","3.13","-0.14%"
"2024-10-18","464.80","467.00","467.00","463.25","5.64","-0.23%"
"2024-10-17","465.85","466.10","467.84","464.27","2.52","0.03%"
"2024-10-16","465.69","463.25","466.00","462.20","3.17","0.65%"
"2024-10-15","462.68","460.99","466.66","460.51","3.93","0.59%"
"2024-10-14","459.98","461.92","462.00","458.10","2.97","-0.05%"
"2024-10-11","460.21","455.90","463.45","455.90","3.24","1.16%"
"2024-10-10","454.93","457.50","457.51","452.72","2.38","-0.21%"
"2024-10-09","455.90","452.75","457.88","452.36","2.21","0.46%"
"2024-10-08","453.80","455.96","457.56","452.85","2.23","0.07%"
"2024-10-07","453.50","462.34","462.34","452.41","3.22","-1.83%"
"2024-10-04","461.97","455.01","462.18","453.81","3.09","1.99%"
"2024-10-03","452.96","455.47","455.97","450.92","2.56","-0.81%"
"2024-10-02","456.67","458.70","458.70","454.19","2.80","-0.16%"
"2024-10-01","457.41","459.11","459.79","454.82","3.04","-0.62%"
"2024-09-30","460.26","458.40","460.63","454.55","3.64","0.61%"
"2024-09-27","457.47","456.04","458.27","455.04","2.73","0.72%"
"2024-09-26","454.18","452.74","457.00","451.34","3.26","0.40%"
"2024-09-25","452.36","454.90","455.81","451.21","2.84","-0.48%"
"2024-09-24","454.56","454.33","455.60","451.77","3.01","-0.09%"
"2024-09-23","454.98","457.31","459.65","453.42","3.49","-0.07%"
"2024-09-20","455.31","457.76","457.95","454.05","8.47","-0.96%"
"2024-09-19","459.71","462.00","462.19","457.25","3.89","0.68%"
"2024-09-18","456.60","458.08","459.84","454.88","3.07","-0.02%"
"2024-09-17","456.68","453.50","461.10","453.29","3.82","1.08%"
"2024-09-16","451.78","448.80","452.99","448.34","3.26","0.93%"
"2024-09-13","447.61","451.58","452.43","447.21","3.88","-0.72%"
"2024-09-12","450.87","454.84","455.00","449.27","3.86","-0.49%"
"2024-09-11","453.10","457.62","457.62","445.25","5.77","-1.27%"
"2024-09-10","458.92","461.82","464.32","456.21","3.54","-0.15%"
"2024-09-09","459.61","463.97","466.00","459.26","4.57","0.04%"
"2024-09-06","459.42","463.82","468.17","458.55","4.40","-1.18%"
"2024-09-05","464.92","479.43","479.43","462.88","6.21","-2.85%"
"2024-09-04","478.57","478.68","484.82","474.22","5.32","0.36%"
"2024-09-03","476.83","475.00","482.89","473.72","7.51","0.19%"
"2024-08-30","475.92","470.52","476.95","470.00","7.47","1.61%"
"2024-08-29","468.37","467.11","469.85","463.00","4.46","0.81%"
"2024-08-28","464.59","461.17","466.60","460.78","4.84","0.86%"
"2024-08-27","460.63","455.94","462.10","454.62","3.76","1.35%"
"2024-08-26","454.49","455.30","459.27","453.34","3.58","0.24%"
"2024-08-23","453.38","450.00","453.72","448.81","2.81","0.97%"
"2024-08-22","449.03","446.30","449.60","444.65","3.50","0.54%"
"2024-08-21","446.60","449.84","451.28","443.84","3.03","-0.39%"
"2024-08-20","448.36","449.30","450.50","446.38","2.91","-0.09%"
"2024-08-19","448.77","446.01","450.45","445.73","3.39","0.96%"
"2024-08-16","444.51","441.55","445.20","440.45","3.34","0.83%"
"2024-08-15","440.84","441.80","442.59","438.72","3.23","0.54%"
"2024-08-14","438.47","433.00","438.98","431.71","2.86","1.40%"
"2024-08-13","432.41","431.83","432.81","425.90","3.47","0.47%"
"2024-08-12","430.39","434.16","434.16","429.01","2.38","-0.30%"
"2024-08-09","431.67","431.92","434.75","430.21","2.60","0.03%"
"2024-08-08","431.54","429.24","432.26","427.60","3.15","1.06%"
"2024-08-07","427.02","426.07","433.17","425.60","4.75","1.16%"
"2024-08-06","422.14","416.41","427.46","415.10","5.14","2.04%"
"2024-08-05","413.72","413.43","417.82","406.11","7.70","-3.42%"
"2024-08-02","428.36","429.77","436.25","423.49","4.25","-0.80%"
"2024-08-01","431.81","439.67","440.61","430.95","3.89","-1.53%"
"2024-07-31","438.50","439.85","440.85","437.74","3.80","-0.63%"
"2024-07-30","441.26","439.51","443.89","439.14","3.74","0.67%"
"2024-07-29","438.31","438.01","439.44","435.49","2.62","0.15%"
"2024-07-26","437.66","435.66","439.00","434.10","2.72","1.01%"
"2024-07-25","433.29","431.60","439.63","431.60","3.33","0.11%"
"2024-07-24","432.80","433.99","435.41","430.73","3.14","-0.28%"
"2024-07-23","434.01","437.34","437.92","433.47","2.39","-0.45%"
"2024-07-22","435.98","435.05","438.11","432.12","3.00","0.35%"
"2024-07-19","434.47","442.67","442.80","433.35","4.16","-1.66%"
"2024-07-18","441.82","445.62","449.25","439.57","4.64","-0.85%"
"2024-07-17","445.61","437.85","446.15","437.84","4.78","1.53%"
"2024-07-16","438.90","437.40","439.05","434.02","4.29","1.03%"
"2024-07-15","434.42","425.59","434.71","425.30","4.59","2.35%"
"2024-07-12","424.44","420.23","427.45","419.70","4.83","1.35%"
"2024-07-11","418.78","413.99","419.20","412.00","4.07","1.21%"
"2024-07-10","413.79","410.81","413.96","409.40","3.79","0.80%"
"2024-07-09","410.52","409.42","413.71","408.64","2.99","0.35%"
"2024-07-08","409.08","411.27","413.79","408.00","3.56","-0.51%"
"2024-07-05","411.17","406.24","411.40","405.03","5.15","1.33%"
"2024-07-03","405.77","407.16","407.16","404.22","1.97","-0.33%"
"2024-07-02","407.10","404.02","407.39","403.92","3.22","0.47%"
"2024-07-01","405.19","408.09","409.67","403.82","2.98","-0.40%"
"2024-06-28","406.80","408.25","410.05","405.79","6.82","-0.28%"
"2024-06-27","407.95","410.26","410.26","406.34","3.22","-0.56%"
"2024-06-26","410.26","410.02","410.68","407.25","3.34","-0.17%"
"2024-06-25","410.97","414.00","414.25","409.62","3.88","-0.73%"
"2024-06-24","413.98","410.70","417.00","410.00","4.94","1.06%"
"2024-06-21","409.62","409.82","410.47","407.68","9.01","0.11%"
"2024-06-20","409.15","407.25","411.00","404.05","4.85","0.29%"
"2024-06-18","407.95","406.74","408.50","405.28","4.01","0.15%"
"2024-06-17","407.32","405.18","407.82","403.55","3.41","0.44%"
"2024-06-14","405.54","404.90","406.34","403.33","2.77","-0.09%"
"2024-06-13","405.92","407.63","408.00","403.57","4.57","-0.70%"
"2024-06-12","408.77","411.09","411.89","407.16","3.55","0.07%"
"2024-06-11","408.50","408.88","408.91","406.11","3.61","-0.56%"
"2024-06-10","410.81","413.34","413.94","409.27","2.67","-0.70%"
"2024-06-07","413.72","411.28","415.88","409.85","2.94","0.64%"
"2024-06-06","411.08","410.42","411.24","407.38","3.45","0.30%"
"2024-06-05","409.85","410.10","410.27","405.77","2.64","0.08%"
"2024-06-04","409.53","414.85","415.89","406.44","4.16","-1.27%"
"2024-06-03","414.79","414.89","416.72","408.78","4.91","0.09%"
"2024-05-31","414.40","408.09","415.40","406.88","5.20","1.42%"
"2024-05-30","408.61","403.77","409.04","402.77","2.91","1.12%"
"2024-05-29","404.09","403.00","405.87","401.58","3.43","0.05%"
"2024-05-28","403.90","408.24","408.24","401.87","3.32","-0.86%"
"2024-05-24","407.41","406.90","407.96","405.50","2.07","0.38%"
"2024-05-23","405.88","413.25","413.25","404.87","3.40","-1.96%"
"2024-05-22","413.99","414.95","417.26","412.96","2.67","-0.09%"
"2024-05-21","414.37","413.59","415.70","412.56","2.74","0.33%"
"2024-05-20","413.00","417.04","417.28","412.61","3.29","-0.94%"
"2024-05-17","416.94","413.98","417.33","413.70","2.99","0.92%"
"2024-05-16","413.12","413.80","416.34","412.91","3.55","0.09%"
"2024-05-15","412.76","410.51","413.40","410.10","2.86","0.61%"
"2024-05-14","410.24","410.45","411.56","408.17","2.67","-0.24%"
"2024-05-13","411.22","414.06","414.30","410.19","2.71","-0.20%"
"2024-05-10","412.05","409.85","412.38","409.20","3.09","0.79%"
"2024-05-09","408.82","406.25","408.87","405.46","2.36","0.60%"
"2024-05-08","406.37","406.47","407.23","403.75","2.40","0.06%"
"2024-05-07","406.14","406.93","407.26","403.61","3.09","0.30%"
"2024-05-06","404.92","403.96","405.15","399.26","3.92","1.01%"
"2024-05-03","400.87","404.50","404.50","399.21","4.13","0.07%"
"2024-05-02","400.60","401.00","401.56","397.88","2.68","0.51%"
"2024-05-01","398.58","396.61","402.32","396.35","2.61","0.47%"
"2024-04-30","396.73","400.58","400.60","396.37","3.07","-1.05%"
"2024-04-29","400.96","402.66","404.87","400.08","2.37","-0.28%"
"2024-04-26","402.10","403.92","404.75","401.41","3.03","-0.69%"
"2024-04-25","404.91","404.85","406.14","400.35","2.68","-0.26%"
"2024-04-24","405.95","407.10","407.62","403.88","2.51","-0.68%"
"2024-04-23","408.74","410.25","410.72","405.64","2.29","-0.01%"
"2024-04-22","408.78","406.84","411.35","406.25","2.98","0.91%"
"2024-04-19","405.08","401.04","405.57","400.17","4.00","1.30%"
"2024-04-18","399.89","399.70","402.99","399.10","2.67","0.54%"
"2024-04-17","397.74","398.94","399.28","395.66","2.47","0.21%"
"2024-04-16","396.92","400.97","401.25","396.50","3.44","-0.83%"
"2024-04-15","400.26","406.99","409.06","399.86","3.00","-0.74%"
"2024-04-12","403.26","405.00","407.21","401.44","3.47","-1.07%"
"2024-04-11","407.61","408.40","411.15","404.05","2.89","-0.37%"
"2024-04-10","409.11","412.74","413.56","407.53","3.13","-1.35%"
"2024-04-09","414.69","416.58","417.32","412.12","2.23","-0.31%"
"2024-04-08","415.97","418.32","418.57","415.63","2.49","-0.63%"
"2024-04-05","418.62","416.56","419.27","415.41","2.74","0.79%"
"2024-04-04","415.32","423.84","424.52","414.55","3.80","-1.17%"
"2024-04-03","420.24","419.00","421.91","418.52","2.74","0.32%"
"2024-04-02","418.92","419.75","421.01","418.08","3.18","-0.30%"
"2024-04-01","420.20","421.49","421.66","417.81","2.72","-0.08%"
"2024-03-28","420.52","417.80","421.44","415.85","4.38","0.86%"
"2024-03-27","416.93","413.65","417.21","413.40","2.93","1.30%"
"2024-03-26","411.57","410.00","412.66","408.60","2.94","0.40%"
"2024-03-25","409.92","410.67","411.07","408.92","2.81","-0.41%"
"2024-03-22","411.60","413.00","414.35","411.40","3.00","-0.53%"
"2024-03-21","413.78","416.70","417.83","413.51","3.40","-0.56%"
"2024-03-20","416.11","412.02","416.31","411.55","2.94","1.06%"
"2024-03-19","411.76","409.08","412.19","408.09","2.80","0.82%"
"2024-03-18","408.41","408.70","410.60","406.00","3.78","0.07%"
"2024-03-15","408.13","404.27","408.46","402.50","7.56","0.34%"
"2024-03-14","406.73","409.08","409.08","403.34","3.74","-0.34%"
"2024-03-13","408.13","405.30","409.00","404.15","3.59","0.78%"
"2024-03-12","404.98","406.78","407.20","404.10","2.62","0.05%"
"2024-03-11","404.76","403.30","405.01","402.74","2.44","0.40%"
"2024-03-08","403.15","401.08","403.36","400.01","3.42","0.19%"
"2024-03-07","402.39","406.11","406.40","399.57","4.19","-0.39%"
"2024-03-06","403.96","402.18","407.44","401.70","3.84","0.80%"
"2024-03-05","400.74","402.55","403.33","398.78","4.71","-0.66%"
"2024-03-04","403.39","405.00","405.95","401.43","4.18","-0.91%"
"2024-03-01","407.11","409.48","410.39","405.45","3.28","-0.56%"
"2024-02-29","409.40","413.10","413.79","408.38","4.85","-0.66%"
"2024-02-28","412.14","408.50","414.67","407.71","4.07","0.79%"
"2024-02-27","408.91","409.21","409.96","401.71","4.61","-0.06%"
"2024-02-26","409.14","422.00","430.00","408.85","7.45","-1.94%"
"2024-02-23","417.22","417.68","420.56","416.52","4.03","0.50%"
"2024-02-22","415.16","411.30","416.26","411.00","3.70","1.44%"
"2024-02-21","409.25","408.26","409.48","406.70","2.72","0.52%"
"2024-02-20","407.15","406.47","411.11","406.06","3.53","0.29%"
"2024-02-16","405.99","404.44","406.74","402.59","3.53","0.63%"
"2024-02-15","403.45","399.14","404.27","398.30","3.08","1.20%"
"2024-02-14","398.68","395.15","398.86","393.55","2.67","0.98%"
"2024-02-13","394.80","397.18","399.70","392.10","3.46","-0.73%"
"2024-02-12","397.71","398.65","399.48","396.19","2.82","-0.16%"
"2024-02-09","398.36","397.31","398.36","395.82","2.51","0.22%"
"2024-02-08","397.49","397.22","398.65","394.85","3.36","-0.04%"
"2024-02-07","397.66","394.60","399.15","394.36","3.43","1.00%"
"2024-02-06","393.74","390.29","393.93","390.00","2.57","0.76%"
"2024-02-05","390.76","389.95","393.37","389.29","3.65","0.00%"
"2024-02-02","390.75","386.68","392.07","386.44","3.81","1.12%"
"2024-02-01","386.44","384.00","386.55","381.48","2.95","0.70%"
"2024-01-31","383.74","386.53","387.92","383.55","3.86","-0.88%"
"2024-01-30","387.15","383.24","387.64","380.08","3.09","1.04%"
"2024-01-29","383.18","385.49","385.70","379.17","3.80","-0.58%"
"2024-01-26","385.40","381.05","385.73","380.00","3.62","1.19%"
"2024-01-25","380.85","379.24","380.99","377.89","4.06","1.13%"
"2024-01-24","376.59","372.53","377.79","372.03","4.59","1.20%"
"2024-01-23","372.14","368.02","372.42","367.70","2.90","1.11%"
"2024-01-22","368.06","368.05","369.27","366.53","3.56","0.29%"
"2024-01-19","366.99","362.25","368.31","361.02","4.09","1.27%"
"2024-01-18","362.38","359.25","362.64","358.30","3.01","0.86%"
"2024-01-17","359.29","359.01","362.53","357.98","2.55","-0.50%"
"2024-01-16","361.10","362.94","363.60","359.89","3.05","-0.69%"
"2024-01-12","363.62","366.51","366.85","362.57","2.62","0.08%"
"2024-01-11","363.34","367.81","367.89","362.13","3.58","-1.24%"
"2024-01-10","367.92","366.26","368.83","365.75","2.45","0.28%"
"2024-01-09","366.90","368.00","368.00","364.77","3.00","-0.35%"
"2024-01-08","368.18","366.01","368.30","364.20","3.45","0.71%"
"2024-01-05","365.59","364.83","366.30","364.19","2.97","0.53%"
"2024-01-04","363.68","367.41","369.37","363.41","4.14","-0.84%"
"2024-01-03","366.75","362.08","367.85","361.07","4.32","1.18%"
"2024-01-02","362.46","356.32","362.57","355.94","4.74","1.63%"
"2023-12-29","356.66","357.56","357.86","355.31","3.27","-0.25%"
"2023-12-28","357.57","357.48","358.68","356.73","2.74","0.17%"
"2023-12-27","356.95","355.93","357.08","355.50","2.48","0.03%"
"2023-12-26","356.83","356.90","357.77","356.08","1.97","0.10%"
"2023-12-22","356.47","356.50","358.26","355.41","2.33","0.09%"
"2023-12-21","356.14","356.02","357.20","353.63","2.85","0.22%"
"2023-12-20","355.35","361.52","361.66","355.12","3.93","-1.78%"
"2023-12-19","361.80","360.15","362.55","359.09","3.09","0.60%"
"2023-12-18","359.65","357.42","361.14","357.00","4.53","0.88%"
"2023-12-15","356.50","357.63","358.00","354.20","8.58","-0.45%"
"2023-12-14","358.12","364.05","364.05","356.38","5.52","-1.08%"
"2023-12-13","362.03","360.19","362.15","359.04","3.16","0.56%"
"2023-12-12","360.02","357.90","360.40","356.76","3.19","0.83%"
"2023-12-11","357.06","355.00","357.49","354.21","3.11","1.13%"
"2023-12-08","353.08","353.00","353.67","351.02","3.29","0.11%"
"2023-12-07","352.70","352.00","353.02","350.85","2.83","0.09%"
"2023-12-06","352.38","356.15","357.45","351.89","3.04","-0.75%"
"2023-12-05","355.03","355.23","356.60","352.29","3.28","-0.46%"
"2023-12-04","356.66","355.91","357.83","353.79","3.05","-0.11%"
"2023-12-01","357.07","359.94","360.24","355.30","4.71","-0.81%"
"2023-11-30","360.00","359.45","360.43","358.42","4.61","0.37%"
"2023-11-29","358.69","360.95","361.52","358.30","3.14","-0.38%"
"2023-11-28","360.05","361.55","362.12","359.21","2.96","-0.36%"
"2023-11-27","361.34","362.64","362.64","359.58","2.58","-0.37%"
"2023-11-24","362.68","362.51","363.19","361.24","1.28","0.24%"
"2023-11-22","361.80","361.76","362.46","360.05","2.11","0.22%"
"2023-11-21","361.00","360.58","363.03","360.25","2.92","-0.09%"
"2023-11-20","361.33","359.35","362.61","358.18","3.22","0.67%"
"2023-11-17","358.93","360.47","360.56","358.07","3.26","-0.26%"
"2023-11-16","359.86","357.79","360.00","357.23","2.83","0.86%"
"2023-11-15","356.79","355.02","357.31","354.48","3.58","0.72%"
"2023-11-14","354.25","352.52","355.95","351.25","3.39","1.21%"
"2023-11-13","350.01","350.09","350.65","348.81","2.20","-0.16%"
"2023-11-10","350.56","349.60","351.20","348.60","3.70","0.68%"
"2023-11-09","348.18","347.64","350.11","346.88","3.05","0.54%"
"2023-11-08","346.30","346.85","348.00","344.69","2.60","0.04%"
"2023-11-07","346.17","346.81","346.95","344.30","3.06","-0.13%"
"2023-11-06","346.63","354.03","354.03","344.06","5.49","-1.47%"
"2023-11-03","351.81","350.17","354.35","349.79","4.41","0.80%"
"2023-11-02","349.02","346.39","349.39","344.50","3.44","1.53%"
"2023-11-01","343.75","341.21","345.33","340.58","2.79","0.71%"
"2023-10-31","341.33","337.95","341.49","337.50","3.07","1.16%"
"2023-10-30","337.41","332.96","338.36","332.17","2.64","1.72%"
"2023-10-27","331.71","336.12","336.19","330.58","3.61","-1.32%"
"2023-10-26","336.16","337.07","338.32","335.46","2.69","-0.22%"
"2023-10-25","336.90","338.59","339.62","336.55","2.62","-0.51%"
"2023-10-24","338.63","338.18","339.85","337.77","2.36","0.53%"
"2023-10-23","336.84","334.07","338.88","333.49","2.80","0.29%"
"2023-10-20","335.86","338.15","340.00","334.35","3.47","-0.83%"
"2023-10-19","338.66","340.31","342.69","338.45","2.75","-0.65%"
"2023-10-18","340.89","344.72","344.83","339.96","2.98","-1.30%"
"2023-10-17","345.39","346.18","348.41","344.15","3.00","-0.24%"
"2023-10-16","346.23","348.00","349.94","345.83","3.12","0.33%"
"2023-10-13","345.09","346.00","348.44","343.88","2.81","-0.16%"
"2023-10-12","345.66","348.21","348.66","343.02","2.68","-0.79%"
"2023-10-11","348.43","349.38","349.60","344.92","2.62","-0.04%"
"2023-10-10","348.56","347.00","349.51","345.50","2.86","0.90%"
"2023-10-09","345.45","344.24","345.90","342.83","2.76","-0.26%"
"2023-10-06","346.34","344.10","348.76","341.86","3.18","0.37%"
"2023-10-05","345.06","343.70","345.94","342.37","3.03","0.40%"
"2023-10-04","343.69","342.92","344.01","339.51","3.25","0.19%"
"2023-10-03","343.04","347.39","348.24","342.13","3.15","-1.45%"
"2023-10-02","348.08","349.64","350.00","345.41","3.53","-0.63%"
