date,close,v,RSI,OT
2008-01-22,5.56,2430.0,22.22222222222221,0
2008-01-23,4.97,3370.0,18.0064308681672,0
2008-01-24,4.84,2010.0,17.28395061728395,0
2008-01-25,4.64,1550.0,19.24398625429552,1
2008-01-28,4.64,1470.0,19.8581560283688,1
2008-01-29,4.7,1100.0,23.30827067669173,1
2008-01-30,4.72,1240.0,14.644351464435132,0
2008-01-31,4.83,1350.0,18.775510204081627,0
2008-02-01,4.78,1010.0,19.913419913419915,0
2008-02-04,4.7,899.23,11.46788990825688,0
2008-02-05,4.62,1140.0,13.020833333333329,1
2008-02-06,4.36,1570.0,13.586956521739124,1
2008-02-07,4.33,2080.0,10.989010989010993,1
2008-02-08,4.48,1360.0,17.34693877551024,1
2008-02-11,4.62,1200.0,25.263157894736864,0
2008-02-12,4.46,1230.0,32.653061224489804,0
2008-02-13,4.62,968.53,42.66666666666668,0
2008-02-14,4.55,954.26,46.7153284671533,0
2008-02-15,4.45,901.3,43.537414965986414,0
2008-02-19,4.36,1010.0,38.66666666666667,0
2008-02-20,4.42,967.44,40.25974025974027,0
2008-02-21,4.34,938.12,33.774834437086085,1
2008-02-22,4.27,1530.0,33.333333333333314,1
2008-02-25,4.28,1260.0,35.616438356164394,1
2008-02-26,4.26,1500.0,37.14285714285714,1
2008-02-27,4.39,1480.0,51.18110236220469,1
2008-02-28,4.64,1620.0,60.40268456375837,0
2008-02-29,4.46,1260.0,49.34210526315788,0
2008-03-03,4.35,1590.0,40.93959731543623,1
2008-03-04,4.45,1790.0,49.65034965034966,0
2008-03-05,4.45,1220.0,43.30708661417324,1
2008-03-06,4.32,1470.0,41.35338345864664,1
2008-03-07,4.37,1230.0,46.875,1
2008-03-10,4.27,1000.0,46.51162790697671,1
2008-03-11,4.55,1170.0,54.3046357615894,0
2008-03-12,4.5,1060.0,55.4054054054054,1
2008-03-13,4.57,1260.0,60.13513513513514,1
2008-03-14,4.52,1160.0,57.89473684210523,1
2008-03-17,4.53,1070.0,58.94039735099338,1
2008-03-18,4.74,1210.0,61.0062893081761,1
2008-03-19,4.63,1010.0,49.65517241379311,1
2008-03-20,4.76,908.79,60.71428571428568,1
2008-03-24,4.98,1070.0,70.86092715231786,1
2008-03-25,5.03,1050.0,69.8630136986301,1
2008-03-26,5.18,1180.0,72.6708074534161,1
2008-03-27,5.01,999.83,70.90909090909086,1
2008-03-28,5.11,715.32,71.76470588235291,1
2008-03-31,5.12,768.06,76.39751552795029,1
2008-04-01,5.34,1030.0,75.48387096774191,1
2008-04-02,5.27,1040.0,74.52229299363053,1
2008-04-03,5.41,1050.0,75.60975609756093,1
2008-04-04,5.47,854.78,78.78787878787877,1
2008-04-07,5.57,1160.0,79.88505747126435,0
2008-04-08,5.46,1020.0,71.9512195121951,0
2008-04-09,5.41,873.91,74.68354430379746,0
2008-04-10,5.52,956.49,74.35897435897434,0
2008-04-11,5.25,1210.0,58.38509316770185,1
2008-04-14,5.28,845.3,57.86163522012578,1
2008-04-15,5.3,698.04,54.10958904109589,1
2008-04-16,5.49,795.77,66.21621621621622,1
2008-04-17,5.52,705.3,64.53900709219856,1
2008-04-18,5.75,1030.0,69.32515337423314,1
2008-04-21,6.01,1040.0,70.05988023952096,1
2008-04-22,5.72,1440.0,61.90476190476191,1
2008-04-23,5.82,1500.0,61.08108108108108,1
2008-04-24,6.03,1700.0,64.0,1
2008-04-25,6.06,992.47,62.6943005181347,1
2008-04-28,6.15,787.21,68.0628272251309,1
2008-04-29,6.25,923.48,71.42857142857143,1
2008-04-30,6.21,1140.0,68.25396825396827,1
2008-05-01,6.43,903.58,82.06521739130434,1
2008-05-02,6.46,1010.0,82.06521739130434,1
2008-05-05,6.6,854.56,83.16326530612244,0
2008-05-06,6.67,918.87,82.06521739130434,1
2008-05-07,6.52,1160.0,75.51020408163265,1
2008-05-08,6.61,899.09,73.62637362637362,1
2008-05-09,6.55,673.07,66.66666666666666,1
2008-05-12,6.72,819.37,83.33333333333329,0
2008-05-13,6.78,823.24,82.87671232876708,0
2008-05-14,6.65,916.82,72.463768115942,0
2008-05-15,6.78,873.21,74.32432432432431,0
2008-05-16,6.7,765.77,68.70748299319726,0
2008-05-19,6.56,946.3,60.26490066225163,0
2008-05-20,6.64,969.85,63.87096774193545,1
2008-05-21,6.36,1160.0,47.82608695652176,1
2008-05-22,6.32,1210.0,45.67901234567902,1
2008-05-23,6.47,908.33,46.01226993865031,1
2008-05-27,6.66,789.91,49.71428571428572,0
2008-05-28,6.68,743.98,54.93827160493827,0
2008-05-29,6.67,647.19,51.94805194805194,0
